Year,LOG,Date,WOTY,Time Set,Time Collected,Municipality,City/Town,Site,Site Habitat,Species,#Females,#Males,Life Stage,Trap,Attractant Used
2018,BG,7/13-7/16,28,,,Lee County,Fort Madison,212 16th St TJ,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/18,29,,,Lee County,Fort Madison,212 16th St TJ,Residential,Ae albopictus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/18-7/20,29,,,Lee County,Fort Madison,212 16th St TJ,Residential,Ae albopictus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/23,29,,,Lee County,Fort Madison,212 16th St TJ,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/23-7/25,29,,,Lee County,Fort Madison,212 16th St TJ,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/25-7/27,30,,,Lee County,Fort Madison,212 16th St TJ,Residential,Ae species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/27-7/30,30,,,Lee County,Fort Madison,212 16th St TJ,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/8-8/10,32,,,Lee County,Fort Madison,212 16th St TJ,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/6-8/8,32,,,Lee County,Fort Madison,212 16th St TJ,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/10-8/13,32,,,Lee County,Fort Madison,212 16th St TJ,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/15,33,,,Lee County,Fort Madison,212 16th St TJ,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/15-8/17,33,,,Lee County,Fort Madison,212 16th St TJ,Residential,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/17-8/20,33,,,Lee County,Fort Madison,212 16th St TJ,Residential,Ae vexans,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/17-8/20,33,,,Lee County,Fort Madison,212 16th St TJ,Residential,An punctipennis,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/17-8/20,33,,,Lee County,Fort Madison,212 16th St TJ,Residential,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/25-5/29,21/22,,,Lee County,Fort Madison,212 16th St TJ,Residential,Ae albopictus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/25-5/29,21/22,,,Lee County,Fort Madison,212 16th St TJ,Residential,Ae vexans,4,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/18,24-25,,,Lee County,Fort Madison,212 16th St TJ,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/20-8/22,34,,,Lee County,Fort Madison,212 16th St TJ,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/22-8/24,34,,,Lee County,Fort Madison,212 16th St TJ,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/24-8/27,34,,,Lee County,Fort Madison,212 16th St TJ,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/31-9/4,35,,,Lee County,Fort Madison,212 16th St TJ,Residential,Ae albopictus,9,1,Adult,BG Sentinal,BG Lure
2018,BG,9/5-9/7,36,,,Lee County,Fort Madison,212 16th St TJ,Residential,Ae albopictus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/7-9/10,36,,,Lee County,Fort Madison,212 16th St TJ,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,9/4-9/5,36,,,Lee County,Fort Madison,212 16th St TJ,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,9/7-9/10,36,,,Lee County,Fort Madison,212 16th St TJ,Residential,Ae albopictus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/19-9/21,38,,,Lee County,Fort Madison,212 16th St TJ,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,9/19-9/21,38,,,Lee County,Fort Madison,212 16th St TJ,Residential,Ae vexans,4,2,Adult,BG Sentinal,BG Lure
2018,BG,9/19-9/21,38,,,Lee County,Fort Madison,212 16th St TJ,Residential,Ae albopictus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/19-9/21,38,,,Lee County,Fort Madison,212 16th St TJ,Residential,An punctipennis,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/19-9/21,38,,,Lee County,Fort Madison,212 16th St TJ,Residential,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/23-9/3,35,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae albopictus,5,1,Adult,BG Sentinal,BG Lure
2018,BG,8/23-9/3,35,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Cx pipiens group,3,0,Adult,BG Sentinal,BG Lure
2018,BG,8/23-9/3,35,,,Des Moines County,Burlington,2332 Herman Ave,Residential,An species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/3-9/9,36,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/14-5/21,20,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae vexans,8,3,Adult,BG Sentinal,BG Lure
2018,BG,5/20-5/23,21,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae vexans,2,0,Adult,BG Sentinal,BG Lure
2018,BG,5/29-6/3,22,,,Des Moines County,Burlington,2332 Herman Ave,Residential,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/3-6/8,23,,,Des Moines County,Burlington,2332 Herman Ave,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-7/1,26,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae albopictus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/8-7/15,28,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae albopictus,7,0,Adult,BG Sentinal,BG Lure
2018,BG,7/8-7/15,28,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/8-7/15,28,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/8-7/15,28,,,Des Moines County,Burlington,2332 Herman Ave,Residential,An punctipennis,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/8-7/15,28,,,Des Moines County,Burlington,2332 Herman Ave,Residential,An quadrimaculatus,7,0,Adult,BG Sentinal,BG Lure
2018,BG,7/8-7/15,28,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/12-8/21,33,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae albopictus,28,0,Adult,BG Sentinal,BG Lure
2018,BG,8/12-8/21,33,,,Des Moines County,Burlington,2332 Herman Ave,Residential,An punctipennis,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/12-8/21,33,,,Des Moines County,Burlington,2332 Herman Ave,Residential,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/12-8/21,33,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/22-5/28,21/22,,,Des Moines County,Burlington,2332 Herman Ave,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/19,23/25,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/19,23/25,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae triseriatus,5,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/20,23/25,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/20,23/25,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/20,23/25,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/20,23/25,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/1-7/8,26/27,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae triseriatus,2,3,Adult,BG Sentinal,BG Lure
2018,BG,7/1-7/8,26/27,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae trivittatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/15-7/22,28/29,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae albopictus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/15-7/22,28/29,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae vexans,5,1,Adult,BG Sentinal,BG Lure
2018,BG,7/22-7/27,29/30,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae vexans,5,1,Adult,BG Sentinal,BG Lure
2018,BG,8/3-8/12,31/32,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae albopictus,22,0,Adult,BG Sentinal,BG Lure
2018,BG,8/3-8/12,31/32,,,Des Moines County,Burlington,2332 Herman Ave,Residential,An quadrimaculatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/3-8/12,31/32,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Cx pipiens group,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/21-8/26,34,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae albopictus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/21-8/26,34,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/3-9/9,36,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae albopictus,9,1,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/18,37,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae albopictus,68,5,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/18,37,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae vexans,5,0,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/18,37,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae triseriatus,1,,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/18,37,,,Des Moines County,Burlington,2332 Herman Ave,Residential,An quadrimaculatus,10,1,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/18,37,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Cx pipiens group,16,5,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/18,37,,,Des Moines County,Burlington,2332 Herman Ave,Residential,An species,3,4,Adult,BG Sentinal,BG Lure
2018,BG,9/18-9/23,38,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae vexans,5,3,Adult,BG Sentinal,BG Lure
2018,BG,9/18-9/23,38,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae albopictus,17,0,Adult,BG Sentinal,BG Lure
2018,BG,9/18-9/23,38,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/18-9/23,38,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,9/18-9/23,38,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Cx pipiens group,1,4,Adult,BG Sentinal,BG Lure
2018,BG,9/23-9/28,39,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae vexans,16,10,Adult,BG Sentinal,BG Lure
2018,BG,9/23-9/28,39,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ae albopictus,7,0,Adult,BG Sentinal,BG Lure
2018,BG,9/23-9/28,39,,,Des Moines County,Burlington,2332 Herman Ave,Residential,An punctipennis,1,1,Adult,BG Sentinal,BG Lure
2018,BG,9/23-9/28,39,,,Des Moines County,Burlington,2332 Herman Ave,Residential,An quadrimaculatus,1,6,Adult,BG Sentinal,BG Lure
2018,BG,9/23-9/28,39,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Cx pipiens group,2,5,Adult,BG Sentinal,BG Lure
2018,BG,9/23-9/28,39,,,Des Moines County,Burlington,2332 Herman Ave,Residential,Ur sapphirina,2,1,Adult,BG Sentinal,BG Lure
2018,BG,8/26-9/4,35,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Ae albopictus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/26-9/4,35,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/18,37,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Ae albopictus,7,1,Adult,BG Sentinal,BG Lure
2018,BG,9/18-9/24,38,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Ae vexans,2,1,Adult,BG Sentinal,BG Lure
2018,BG,9/18-9/24,38,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Ae albopictus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/18-9/24,38,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Cx pipiens group,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/4-6/8,23,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/4-6/8,23,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/26-7/1,26,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/17,28,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/17,28,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/17,28,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/23-7/30,30,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/21,33,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Ae albopictus,4,0,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/21,33,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Cx pipiens group,4,0,Adult,BG Sentinal,BG Lure
2018,BG,5/22-5/29,22/23,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/22-5/29,22/23,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Cx restuans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/19,23/25,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/19-6/26,25/26,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/1-7/8,26/27,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/15-7/23,28/30,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Ae albopictus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/3-8/13,31/32,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Ae albopictus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/21-8/27,34,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Ae albopictus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/21-8/27,34,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/4-9/10,36,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Ae albopictus,6,1,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/18,37,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Cx pipiens group,3,0,Adult,BG Sentinal,BG Lure
2018,BG,9/4-9/10,36,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Cx pipiens group,3,0,Adult,BG Sentinal,BG Lure
2018,BG,9/24-9/28,39,,,Des Moines County,Burlington,2509 Yoder Dr,Residential,Ae albopictus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/29-6/4,22,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ae vexans,4,0,Adult,BG Sentinal,BG Lure
2018,BG,5/29-6/4,22,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/29-6/4,22,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Cx restuans,1,1,Adult,BG Sentinal,BG Lure
2018,BG,6/4-6/8,23,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ae sticticus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/4-6/8,23,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ae vexans,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/4-6/8,23,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/4-6/8,23,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/23-7/30,30,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An quadrimaculatus,19,1,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/20,33,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An quadrimaculatus,54,3,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/20,33,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Cx pipiens group,2,0,Adult,BG Sentinal,BG Lure
2018,BG,5/21-5/28,21/22,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ae vexans,12,2,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/19,23/25,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/19,23/25,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An quadrimaculatus,4,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/19,23/25,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An species,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/25,24/25,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ae vexans,3,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/25,24/25,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An quadrimaculatus,6,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-7/2,26/27,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-7/2,26/27,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An species,4,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/9,27/28,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/9,27/28,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ae vexans,5,4,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/9,27/28,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An quadrimaculatus,15,5,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/9,27/28,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An species,5,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/9,27/28,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ps ciliata,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/16,28/29,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ae vexans,2,1,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/16,28/29,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An quadrimaculatus,24,9,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/16,28/29,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An species,2,1,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/16,28/29,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/16,28/29,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Cx tarsalis,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/17-7/23,29/30,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ae vexans,10,4,Adult,BG Sentinal,BG Lure
2018,BG,7/17-7/23,29/30,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Cx pipiens,3,0,Adult,BG Sentinal,BG Lure
2018,BG,8/20-8/27,34,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An quadrimaculatus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,8/27-9/4,35,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ps ciliata,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/3-9/10,36,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Cx pipiens group,5,0,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/18,37,,,Des Moines County,Burlington,3563 Hwy 61,Rural,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/24,37/38,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ae vexans,51,19,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/24,37/38,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ae sollicitans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/24,37/38,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/24,37/38,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An punctipennis,3,1,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/24,37/38,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An quadrimaculatus,25,5,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/24,37/38,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Cx pipiens group,8,0,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/24,37/38,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ps horrida,8,2,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/24,37/38,,,Des Moines County,Burlington,3563 Hwy 61,Rural,An species,7,3,Adult,BG Sentinal,BG Lure
2018,BG,9/24-9/28,39,,,Des Moines County,Burlington,3563 Hwy 61,Rural,Ae vexans,4,0,Adult,BG Sentinal,BG Lure
2018,BG,7/13-7/16,28,,,Lee County,Keokuk,605 S. 15th St TG,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,,,,,Lee County,Keokuk,606 S. 15th St TG,Residential,Cx pipiens group,0,1,Adult,BG Sentinal,BG Lure
2018,BG,5/16-5/18,20,,,Lee County,Keokuk,607 S. 15th St TG,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,5/21-5/23,21,,,Lee County,Keokuk,607 S. 15th St TG,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,5/23-5/25,21,,,Lee County,Keokuk,607 S. 15th St TG,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,5/24-5/30,22,,,Lee County,Keokuk,607 S. 15th St TG,Residential,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/30-6/1,22,,,Lee County,Keokuk,607 S. 15th St TG,Residential,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/1-6/4,22,,,Lee County,Keokuk,607 S. 15th St TG,Residential,Cx pipiens group,0,1,Adult,BG Sentinal,BG Lure
2018,BG,6/4-6/6,23,,,Lee County,Keokuk,607 S. 15th St TG,Residential ,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/11,23,,,Lee County,Keokuk,607 S. 15th St TG,Residential,Cx pipiens group,0,1,Adult,BG Sentinal,BG Lure
2018,BG,6/6-6/8,23,,,Lee County,Keokuk,607 S. 15th St TG,Residential ,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/13-6/15,24,,,Lee County,Keokuk,607 S. 15th St TG,Residential,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/11-6/13,24,,,Lee County,Keokuk,607 S. 15th St TG,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/18-6/20,25,,,Lee County,Keokuk,607 S. 15th St TG,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/20-6/22,25,,,Lee County,Keokuk,607 S. 15th St TG,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/29,26,,,Lee County,Keokuk,607 S. 15th St TG,Residential,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-6/27,26,,,Lee County,Keokuk,607 S. 15th St TG,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/6-7/9,27,,,Lee County,Keokuk,607 S. 15th St TG,Residential,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/6,27,,,Lee County,Keokuk,607 S. 15th St TG,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/11,28,,,Lee County,Keokuk,607 S. 15th St TG,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,5/25-5/29,21/22,,,Lee County,Keokuk,607 S. 15th St TG,Residential ,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/18,24-25,,,Lee County,Keokuk,607 S. 15th St TG,Residential,Ae triseriatus,0,1,Adult,BG Sentinal,BG Lure
2018,BG,6/29-7/2,26/27,,,Lee County,Keokuk,607 S. 15th St TG,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,5/29-6/4,22,,,Des Moines County,Burlington,825 Sycamore St,Residential ,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-7/2,26,,,Des Moines County,Burlington,825 Sycamore St,Residential ,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/23-7/30,30,,,Des Moines County,Burlington,825 Sycamore St,Residential,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,5/21-5/29,21/22,,,Des Moines County,Burlington,825 Sycamore St,Residential ,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/21-5/29,21/22,,,Des Moines County,Burlington,825 Sycamore St,Residential ,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/21-5/29,21/22,,,Des Moines County,Burlington,825 Sycamore St,Residential ,Cx restuans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/25,23/25,,,Des Moines County,Burlington,825 Sycamore St,Residential ,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/25,23/25,,,Des Moines County,Burlington,825 Sycamore St,Residential ,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/9,27/28,,,Des Moines County,Burlington,825 Sycamore St,Residential ,Ae albopictus,2,0,Adult,BG Sentinal,BG Lure
